Song Title,Artist,Album,Genre,Song Length,Release Year,Date Added,Play Count,Skip Count,Rating,Total Listen Time
Miss Jackson (feat. LOLO),Panic! At the Disco,"Too Weird To Live, Too Rare To Die!",Alternative,03:12,2013,2023-11-13T02:35:09Z,0,0,3,00:00:00
Nicotine,Panic! At the Disco,"Too Weird To Live, Too Rare To Die!",Alternative,03:06,2013,2023-11-13T02:35:09Z,0,0,3,00:00:00
This Is Gospel,Panic! At the Disco,"Too Weird To Live, Too Rare To Die!",Alternative,03:07,2013,2023-11-13T02:35:09Z,0,0,3,00:00:00
Come Back Home,Two Door Cinema Club,Tourist History,Alternative,03:22,2010,2023-11-13T02:35:09Z,14,2,5,00:47:18
Undercover Martyn,Two Door Cinema Club,Tourist History,Alternative,02:46,2010,2023-11-13T02:35:09Z,16,2,5,00:44:23
What You Know,Two Door Cinema Club,Tourist History,Alternative,03:09,2010,2023-11-13T02:35:09Z,17,0,5,00:53:42
Dead Flowers,Demon Hunter,True Defiance (Deluxe Edition),Hard Rock,05:24,2012,2023-11-13T02:35:09Z,16,2,5,01:26:26
Highway Don't Care (feat. Taylor Swift & Keith Urban),Tim McGraw,Two Lanes of Freedom (Accelerated Deluxe),Country,04:39,2013,2023-11-13T02:35:09Z,3,0,4,00:13:57
"Chapstick, Chapped Lips and Things Like Chemistry",Relient K,Two Lefts Don't Make a Right...But Three Do,Rock,03:10,2003,2023-11-13T02:35:09Z,0,0,3,00:00:00
Cruise (Remix),Tyler Ward & Crew,"Tyler Ward Covers, Vol. 5",Singer/Songwriter,03:36,2013,2023-11-13T02:35:09Z,0,1,3,00:00:00
Sweet Annie,Zac Brown Band,Uncaged,Country,04:39,2012,2023-11-13T02:35:09Z,4,1,4,00:18:38
Undefeated,Jason Derulo,Undefeated - Single,Pop,03:36,2012,2023-11-13T02:35:09Z,6,0,3,00:21:37
Back to December,Jake Coco,"Under the Covers, Vol. 1",Singer/Songwriter,04:24,2011,2023-11-13T02:35:09Z,1,0,4,00:04:24
Best of Me,Sum 41,Underclass Hero,Alternative,04:25,2007,2023-11-13T02:35:09Z,6,1,4,00:26:34
With Me,Sum 41,Underclass Hero,Alternative,04:51,2007,2023-11-13T02:35:10Z,0,0,4,00:00:00
Whoa Oh! (Me Vs Everyone),Forever the Sickest Kids,Underdog Alma Mater,Alternative,03:24,2008,2023-11-13T02:35:10Z,8,0,4,00:27:18
Hope,We Came As Romans,Understanding What We've Grown to Be (Deluxe Edition),Metal,04:10,2013,2023-11-13T02:35:10Z,7,3,4,00:29:11
A Tale of Outer Suburbia,Hands Like Houses,Unimagine,Hard Rock,04:21,2013,2023-11-13T02:35:10Z,17,6,5,01:14:08
Introduced Species,Hands Like Houses,Unimagine,Hard Rock,04:04,2013,2023-11-13T02:35:10Z,16,1,5,01:05:10
No Parallels,Hands Like Houses,Unimagine,Hard Rock,03:37,2013,2023-11-13T02:35:10Z,21,6,5,01:15:59
When I Was Your Man,Bruno Mars,Unorthodox Jukebox,Pop,03:33,2012,2023-11-13T02:35:10Z,0,0,3,00:00:00
Uptown Funk (feat. Bruno Mars),Mark Ronson,Uptown Funk (feat. Bruno Mars),Pop,04:30,2014,2023-11-13T02:35:10Z,1,1,3,00:04:30
Animals,Maroon 5,V (Deluxe Version),Pop,03:51,2014,2023-11-13T02:35:10Z,0,0,4,00:00:00
Terrible Things,Mayday Parade,Valdosta - EP,Alternative,03:58,2011,2023-11-13T02:35:10Z,9,2,4,00:35:42
Look At Me Fly,Stoney LaRue,Velvet,Country,04:52,2011,2023-11-13T02:35:10Z,5,2,4,00:24:21
Life Everafter,Silverline,Voices In the Night,Christian & Gospel,03:59,2010,2023-11-13T02:35:10Z,7,2,5,00:27:57
More Than a Whisper,Silverline,Voices In the Night,Christian & Gospel,03:49,2010,2023-11-13T02:35:10Z,10,1,5,00:38:11
Falling Down Again,Tyler Ward,Vol. 1,Pop,04:38,2007,2023-11-13T02:35:10Z,1,0,3,00:04:38
The Hardest Thing,Tyler Ward,Vol. 1,Pop,03:22,2007,2023-11-13T02:35:10Z,0,0,3,00:00:00
East to West,Wolves At the Gate,VXV,Hard Rock,04:54,2014,2023-11-13T02:35:10Z,7,3,5,00:34:24
All the Right Moves,OneRepublic,Waking Up (Deluxe Version),Pop,03:57,2009,2023-11-13T02:35:10Z,0,0,3,00:00:00
Good Life,OneRepublic,Waking Up (Deluxe Version),Pop,04:13,2009,2023-11-13T02:35:10Z,1,0,3,00:04:13
Secrets,OneRepublic,Waking Up (Deluxe Version),Pop,03:44,2009,2023-11-13T02:35:10Z,0,0,3,00:00:00
Marchin On,OneRepublic,Waking Up,Pop,04:11,2009,2023-11-13T02:35:10Z,1,1,3,00:04:11
Still Around,3OH!3,Want,Alternative,03:07,2008,2023-11-13T02:35:10Z,2,3,5,00:06:15
Far from Home,Five Finger Death Punch,War Is the Answer,Rock,03:32,2009,2023-11-13T02:35:10Z,33,0,5,01:56:52
Hard to See,Five Finger Death Punch,War Is the Answer,Rock,03:29,2009,2023-11-13T02:35:10Z,14,4,5,00:48:52
Warriors,Imagine Dragons,Warriors - Single,Alternative,02:50,2014,2023-11-13T02:35:10Z,14,5,4,00:39:51
Watching Airplanes,Gary Allan,Watching Airplanes - Single,Country,03:38,2007,2023-11-13T02:35:10Z,0,0,3,00:00:00
I Stand,We As Human,We As Human,Rock,03:16,2013,2023-11-13T02:35:10Z,8,1,5,00:26:12
Strike Back,We As Human,We As Human,Rock,03:14,2013,2023-11-13T02:35:10Z,0,1,4,00:00:00
Take the Bullets Away (feat. Lacey Sturm),We As Human,We As Human,Rock,03:31,2013,2023-11-13T02:35:10Z,9,2,5,00:31:40
We Fall Apart,We As Human,We As Human,Rock,03:50,2013,2023-11-13T02:35:10Z,12,3,5,00:46:04
Lay Down My Guns,Sanctus Real,We Need Each Other,Christian & Gospel,04:17,2008,2023-11-13T02:35:10Z,0,0,3,00:00:00
"Welcome to My Hood (Remix) [feat. Ludacris, Busta Rhymes, Twista, T-Pain, Mavado, Birdman, Ace Hood, Fat Joe, Jadakiss, Bun B, The Game & Waka Flocka Flame]",DJ Khaled,We the Best Forever (Bonus Version),Hip-Hop/Rap,07:10,2011,2023-11-13T02:35:10Z,2,0,2,00:14:21
"Check Yes, Juliet",We the Kings,We the Kings,Alternative,03:38,2007,2023-11-13T02:35:10Z,18,1,5,01:05:35
Secret Valentine,We the Kings,We the Kings,Alternative,03:28,2007,2023-11-13T02:35:10Z,16,2,5,00:55:33
Skyway Avenue,We the Kings,We the Kings,Alternative,03:25,2007,2023-11-13T02:35:10Z,20,2,5,01:08:24
I Keep Coming Back,Josh Gracin,We Weren't Crazy,Country,03:51,2008,2023-11-13T02:35:10Z,3,0,3,00:11:35
You & I (Acoustic Version),Secondhand Serenade,Weightless - EP,Alternative,03:31,2011,2023-11-13T02:35:10Z,0,0,4,00:00:00
Welcome to My Life,Simple Plan,Welcome to My Life - Single,Rock,03:26,2004,2023-11-13T02:35:10Z,0,0,4,00:00:00
Without You,Ashes Remain,What I've Become,Christian & Gospel,03:48,2011,2023-11-13T02:35:10Z,15,4,5,00:57:13
Whatcha Say,Jason Derulo,Whatcha Say - Single,Pop,03:42,2009,2023-11-13T02:35:10Z,0,0,3,00:00:00
